"title","start_time","end_time","description","exercise_title","superset_id","exercise_notes","set_index","set_type","weight_kg","reps","distance_km","duration_seconds","rpe"
"Abs at work","5 Feb 2026, 15:01","5 Feb 2026, 15:09","","Side Plank",,"",0,"normal",,,,20,
"Abs at work","5 Feb 2026, 15:01","5 Feb 2026, 15:09","","Side Plank",,"",1,"normal",,,,20,
"Abs at work","5 Feb 2026, 15:01","5 Feb 2026, 15:09","","Side Plank",,"",2,"normal",,,,20,
"Abs at work","5 Feb 2026, 15:01","5 Feb 2026, 15:09","","Russian Twist (Bodyweight)",,"",0,"normal",,10,,,
"Abs at work","5 Feb 2026, 15:01","5 Feb 2026, 15:09","","Russian Twist (Bodyweight)",,"",1,"normal",,10,,,
"Abs at work","5 Feb 2026, 15:01","5 Feb 2026, 15:09","","Russian Twist (Bodyweight)",,"",2,"normal",,10,,,
"Day B – Bench Press","3 Feb 2026, 17:34","3 Feb 2026, 18:41","Ihan hyvä perustreeni.","Face Pull",,"",0,"normal",45,10,,,6
"Day B – Bench Press","3 Feb 2026, 17:34","3 Feb 2026, 18:41","Ihan hyvä perustreeni.","Face Pull",,"",1,"normal",45,10,,,6
"Day B – Bench Press","3 Feb 2026, 17:34","3 Feb 2026, 18:41","Ihan hyvä perustreeni.","Face Pull",,"",2,"normal",45,10,,,6
"Day B – Bench Press","3 Feb 2026, 17:34","3 Feb 2026, 18:41","Ihan hyvä perustreeni.","Bench Press (Barbell)",,"",0,"normal",45,3,,,7
"Day B – Bench Press","3 Feb 2026, 17:34","3 Feb 2026, 18:41","Ihan hyvä perustreeni.","Bench Press (Barbell)",,"",1,"normal",45,3,,,7.5
"Day B – Bench Press","3 Feb 2026, 17:34","3 Feb 2026, 18:41","Ihan hyvä perustreeni.","Bench Press (Barbell)",,"",2,"normal",45,3,,,7.5
"Day B – Bench Press","3 Feb 2026, 17:34","3 Feb 2026, 18:41","Ihan hyvä perustreeni.","Bench Press (Barbell)",,"",3,"normal",45,3,,,7.5
"Day B – Bench Press","3 Feb 2026, 17:34","3 Feb 2026, 18:41","Ihan hyvä perustreeni.","Bench Press (Barbell)",,"",4,"normal",45,7,,,8
"Day B – Bench Press","3 Feb 2026, 17:34","3 Feb 2026, 18:41","Ihan hyvä perustreeni.","Overhead Press (Barbell)",,"",0,"normal",23,10,,,7
"Day B – Bench Press","3 Feb 2026, 17:34","3 Feb 2026, 18:41","Ihan hyvä perustreeni.","Overhead Press (Barbell)",,"",1,"normal",23,10,,,8
"Day B – Bench Press","3 Feb 2026, 17:34","3 Feb 2026, 18:41","Ihan hyvä perustreeni.","Overhead Press (Barbell)",,"",2,"normal",23,10,,,8
"Day B – Bench Press","3 Feb 2026, 17:34","3 Feb 2026, 18:41","Ihan hyvä perustreeni.","Lat Pulldown (Cable)",,"",0,"normal",40,10,,,
"Day B – Bench Press","3 Feb 2026, 17:34","3 Feb 2026, 18:41","Ihan hyvä perustreeni.","Lat Pulldown (Cable)",,"",1,"normal",40,10,,,6
"Day B – Bench Press","3 Feb 2026, 17:34","3 Feb 2026, 18:41","Ihan hyvä perustreeni.","Lat Pulldown (Cable)",,"",2,"normal",40,10,,,6
"Day B – Bench Press","3 Feb 2026, 17:34","3 Feb 2026, 18:41","Ihan hyvä perustreeni.","Overhead Triceps Extension (Cable)",0,"",0,"normal",10,15,,,6
"Day B – Bench Press","3 Feb 2026, 17:34","3 Feb 2026, 18:41","Ihan hyvä perustreeni.","Overhead Triceps Extension (Cable)",0,"",1,"normal",10,15,,,6
"Day B – Bench Press","3 Feb 2026, 17:34","3 Feb 2026, 18:41","Ihan hyvä perustreeni.","Overhead Triceps Extension (Cable)",0,"",2,"normal",10,15,,,6
"Day B – Bench Press","3 Feb 2026, 17:34","3 Feb 2026, 18:41","Ihan hyvä perustreeni.","Bicep Curl (Cable)",0,"",0,"normal",20,15,,,6
"Day B – Bench Press","3 Feb 2026, 17:34","3 Feb 2026, 18:41","Ihan hyvä perustreeni.","Bicep Curl (Cable)",0,"",1,"normal",20,15,,,6
"Day B – Bench Press","3 Feb 2026, 17:34","3 Feb 2026, 18:41","Ihan hyvä perustreeni.","Bicep Curl (Cable)",0,"",2,"normal",20,15,,,
"Day B – Bench Press","3 Feb 2026, 17:34","3 Feb 2026, 18:41","Ihan hyvä perustreeni.","Seated Calf Raise",,"",0,"normal",22.5,15,,,6
"Abs","2 Feb 2026, 16:47","2 Feb 2026, 17:03","","Ab Wheel",,"",0,"normal",,5,,,
"Abs","2 Feb 2026, 16:47","2 Feb 2026, 17:03","","Ab Wheel",,"",1,"normal",,5,,,
"Abs","2 Feb 2026, 16:47","2 Feb 2026, 17:03","","Ab Wheel",,"",2,"normal",,5,,,
"Abs","2 Feb 2026, 16:47","2 Feb 2026, 17:03","","Russian Twist (Weighted)",,"",0,"normal",8,10,,,
"Abs","2 Feb 2026, 16:47","2 Feb 2026, 17:03","","Russian Twist (Weighted)",,"",1,"normal",8,10,,,
"Abs","2 Feb 2026, 16:47","2 Feb 2026, 17:03","","Russian Twist (Weighted)",,"",2,"normal",8,10,,,
"Day A – Deadlift","1 Feb 2026, 15:34","1 Feb 2026, 17:04","","Face Pull",,"Trying to keep it lighter to cap at 6 RPE. Doing small stops.",0,"normal",45,10,,0,6
"Day A – Deadlift","1 Feb 2026, 15:34","1 Feb 2026, 17:04","","Face Pull",,"Trying to keep it lighter to cap at 6 RPE. Doing small stops.",1,"normal",45,10,,0,6
"Day A – Deadlift","1 Feb 2026, 15:34","1 Feb 2026, 17:04","","Face Pull",,"Trying to keep it lighter to cap at 6 RPE. Doing small stops.",2,"normal",45,10,,0,6
"Day A – Deadlift","1 Feb 2026, 15:34","1 Feb 2026, 17:04","","Deadlift (Barbell)",,"",0,"normal",85,3,,0,7
"Day A – Deadlift","1 Feb 2026, 15:34","1 Feb 2026, 17:04","","Deadlift (Barbell)",,"",1,"normal",85,3,,0,7
"Day A – Deadlift","1 Feb 2026, 15:34","1 Feb 2026, 17:04","","Deadlift (Barbell)",,"",2,"normal",85,3,,0,7.5
"Day A – Deadlift","1 Feb 2026, 15:34","1 Feb 2026, 17:04","","Deadlift (Barbell)",,"",3,"normal",85,3,,0,7.5
"Day A – Deadlift","1 Feb 2026, 15:34","1 Feb 2026, 17:04","","Deadlift (Barbell)",,"",4,"normal",85,6,,0,8
"Day A – Deadlift","1 Feb 2026, 15:34","1 Feb 2026, 17:04","","Squat (Barbell)",,"",0,"normal",52.5,8,,0,6
"Day A – Deadlift","1 Feb 2026, 15:34","1 Feb 2026, 17:04","","Squat (Barbell)",,"",1,"normal",52.5,8,,0,6
"Day A – Deadlift","1 Feb 2026, 15:34","1 Feb 2026, 17:04","","Squat (Barbell)",,"",2,"normal",52.5,8,,0,6
"Day A – Deadlift","1 Feb 2026, 15:34","1 Feb 2026, 17:04","","Dumbbell Row",,"Still a bit too heavy... Let's do controlled reps with a pause next time with 15 kg",0,"normal",17.5,15,,0,7
"Day A – Deadlift","1 Feb 2026, 15:34","1 Feb 2026, 17:04","","Dumbbell Row",,"Still a bit too heavy... Let's do controlled reps with a pause next time with 15 kg",1,"normal",17.5,10,,0,6
"Day A – Deadlift","1 Feb 2026, 15:34","1 Feb 2026, 17:04","","Dumbbell Row",,"Still a bit too heavy... Let's do controlled reps with a pause next time with 15 kg",2,"normal",17.5,8,,0,6
"Day A – Deadlift","1 Feb 2026, 15:34","1 Feb 2026, 17:04","","Seated Calf Raise",0,"",0,"normal",22.5,13,,0,7
"Day A – Deadlift","1 Feb 2026, 15:34","1 Feb 2026, 17:04","","Seated Calf Raise",0,"",1,"normal",22.5,13,,0,7
"Day A – Deadlift","1 Feb 2026, 15:34","1 Feb 2026, 17:04","","Seated Calf Raise",0,"",2,"normal",22.5,13,,0,7
"Day A – Deadlift","1 Feb 2026, 15:34","1 Feb 2026, 17:04","","Lateral Raise (Dumbbell)",0,"",0,"normal",5,15,,0,6
"Day A – Deadlift","1 Feb 2026, 15:34","1 Feb 2026, 17:04","","Lateral Raise (Dumbbell)",0,"",1,"normal",5,13,,0,6
"Day A – Deadlift","1 Feb 2026, 15:34","1 Feb 2026, 17:04","","Lateral Raise (Dumbbell)",0,"",2,"normal",5,15,,0,6
"Day D – Overhead Press","27 Jan 2026, 18:27","27 Jan 2026, 19:32","","Face Pull",,"",0,"normal",45,10,,0,
"Day D – Overhead Press","27 Jan 2026, 18:27","27 Jan 2026, 19:32","","Face Pull",,"",1,"normal",45,10,,0,
"Day D – Overhead Press","27 Jan 2026, 18:27","27 Jan 2026, 19:32","","Face Pull",,"",2,"normal",45,10,,0,
"Day D – Overhead Press","27 Jan 2026, 18:27","27 Jan 2026, 19:32","","Overhead Press (Barbell)",,"",0,"normal",35.5,3,,0,
"Day D – Overhead Press","27 Jan 2026, 18:27","27 Jan 2026, 19:32","","Overhead Press (Barbell)",,"",1,"normal",35.5,3,,0,
"Day D – Overhead Press","27 Jan 2026, 18:27","27 Jan 2026, 19:32","","Overhead Press (Barbell)",,"",2,"normal",35.5,3,,0,
"Day D – Overhead Press","27 Jan 2026, 18:27","27 Jan 2026, 19:32","","Overhead Press (Barbell)",,"",3,"normal",35.5,3,,0,
"Day D – Overhead Press","27 Jan 2026, 18:27","27 Jan 2026, 19:32","","Overhead Press (Barbell)",,"",4,"normal",35.5,6,,0,
"Day D – Overhead Press","27 Jan 2026, 18:27","27 Jan 2026, 19:32","","Bench Press (Barbell)",,"",0,"normal",35.5,10,,0,
"Day D – Overhead Press","27 Jan 2026, 18:27","27 Jan 2026, 19:32","","Bench Press (Barbell)",,"",1,"normal",35.5,10,,0,
"Day D – Overhead Press","27 Jan 2026, 18:27","27 Jan 2026, 19:32","","Bench Press (Barbell)",,"",2,"normal",35.5,10,,0,
"Day D – Overhead Press","27 Jan 2026, 18:27","27 Jan 2026, 19:32","","Lat Pulldown (Cable)",,"",0,"normal",35,15,,0,
"Day D – Overhead Press","27 Jan 2026, 18:27","27 Jan 2026, 19:32","","Lat Pulldown (Cable)",,"",1,"normal",35,15,,0,
"Day D – Overhead Press","27 Jan 2026, 18:27","27 Jan 2026, 19:32","","Lat Pulldown (Cable)",,"",2,"normal",35,15,,0,
"Day D – Overhead Press","27 Jan 2026, 18:27","27 Jan 2026, 19:32","","Overhead Triceps Extension (Cable)",0,"",0,"normal",15,15,,0,
"Day D – Overhead Press","27 Jan 2026, 18:27","27 Jan 2026, 19:32","","Overhead Triceps Extension (Cable)",0,"",1,"normal",15,15,,0,
"Day D – Overhead Press","27 Jan 2026, 18:27","27 Jan 2026, 19:32","","Overhead Triceps Extension (Cable)",0,"",2,"normal",15,15,,0,
"Day D – Overhead Press","27 Jan 2026, 18:27","27 Jan 2026, 19:32","","Bicep Curl (Cable)",0,"",0,"normal",25,15,,0,
"Day D – Overhead Press","27 Jan 2026, 18:27","27 Jan 2026, 19:32","","Bicep Curl (Cable)",0,"",1,"normal",25,15,,0,
"Day D – Overhead Press","27 Jan 2026, 18:27","27 Jan 2026, 19:32","","Bicep Curl (Cable)",0,"",2,"normal",25,15,,0,
"Day C – Squat","25 Jan 2026, 12:17","25 Jan 2026, 13:09","","Face Pull",,"",0,"normal",45,10,,,
"Day C – Squat","25 Jan 2026, 12:17","25 Jan 2026, 13:09","","Face Pull",,"",1,"normal",45,10,,,
"Day C – Squat","25 Jan 2026, 12:17","25 Jan 2026, 13:09","","Face Pull",,"",2,"normal",45,10,,,
"Day C – Squat","25 Jan 2026, 12:17","25 Jan 2026, 13:09","","Squat (Barbell)",,"",0,"normal",67.5,3,,,
"Day C – Squat","25 Jan 2026, 12:17","25 Jan 2026, 13:09","","Squat (Barbell)",,"",1,"normal",67.5,3,,,
"Day C – Squat","25 Jan 2026, 12:17","25 Jan 2026, 13:09","","Squat (Barbell)",,"",2,"normal",67.5,3,,,
"Day C – Squat","25 Jan 2026, 12:17","25 Jan 2026, 13:09","","Squat (Barbell)",,"",3,"normal",67.5,3,,,
"Day C – Squat","25 Jan 2026, 12:17","25 Jan 2026, 13:09","","Squat (Barbell)",,"",4,"normal",67.5,6,,,
"Day C – Squat","25 Jan 2026, 12:17","25 Jan 2026, 13:09","","Deadlift (Barbell)",,"",0,"normal",67.5,10,,,
"Day C – Squat","25 Jan 2026, 12:17","25 Jan 2026, 13:09","","Deadlift (Barbell)",,"",1,"normal",67.5,10,,,
"Day C – Squat","25 Jan 2026, 12:17","25 Jan 2026, 13:09","","Deadlift (Barbell)",,"",2,"normal",67.5,10,,,
"Day C – Squat","25 Jan 2026, 12:17","25 Jan 2026, 13:09","","Seated Calf Raise",0,"",0,"normal",22.5,15,,,
"Day B – Bench Press","24 Jan 2026, 11:25","24 Jan 2026, 12:33","","Face Pull",,"",0,"normal",45,10,,0,
"Day B – Bench Press","24 Jan 2026, 11:25","24 Jan 2026, 12:33","","Face Pull",,"",1,"normal",45,10,,0,
"Day B – Bench Press","24 Jan 2026, 11:25","24 Jan 2026, 12:33","","Face Pull",,"",2,"normal",45,10,,0,
"Day B – Bench Press","24 Jan 2026, 11:25","24 Jan 2026, 12:33","","Bench Press (Barbell)",,"",0,"normal",44,3,,0,
"Day B – Bench Press","24 Jan 2026, 11:25","24 Jan 2026, 12:33","","Bench Press (Barbell)",,"",1,"normal",44,3,,0,
"Day B – Bench Press","24 Jan 2026, 11:25","24 Jan 2026, 12:33","","Bench Press (Barbell)",,"",2,"normal",44,3,,0,
"Day B – Bench Press","24 Jan 2026, 11:25","24 Jan 2026, 12:33","","Bench Press (Barbell)",,"",3,"normal",44,3,,0,
"Day B – Bench Press","24 Jan 2026, 11:25","24 Jan 2026, 12:33","","Bench Press (Barbell)",,"",4,"normal",44,7,,0,
"Day B – Bench Press","24 Jan 2026, 11:25","24 Jan 2026, 12:33","","Overhead Press (Barbell)",,"",0,"normal",22.5,10,,0,
"Day B – Bench Press","24 Jan 2026, 11:25","24 Jan 2026, 12:33","","Overhead Press (Barbell)",,"",1,"normal",22.5,10,,0,
"Day B – Bench Press","24 Jan 2026, 11:25","24 Jan 2026, 12:33","","Overhead Press (Barbell)",,"",2,"normal",22.5,10,,0,
"Day B – Bench Press","24 Jan 2026, 11:25","24 Jan 2026, 12:33","","Lat Pulldown (Cable)",,"",0,"normal",40,15,,0,
"Day B – Bench Press","24 Jan 2026, 11:25","24 Jan 2026, 12:33","","Lat Pulldown (Cable)",,"",1,"normal",40,15,,0,
"Day B – Bench Press","24 Jan 2026, 11:25","24 Jan 2026, 12:33","","Lat Pulldown (Cable)",,"",2,"normal",40,15,,0,
"Day B – Bench Press","24 Jan 2026, 11:25","24 Jan 2026, 12:33","","Overhead Triceps Extension (Cable)",0,"",0,"normal",15,15,,0,
"Day B – Bench Press","24 Jan 2026, 11:25","24 Jan 2026, 12:33","","Overhead Triceps Extension (Cable)",0,"",1,"normal",15,15,,0,
"Day B – Bench Press","24 Jan 2026, 11:25","24 Jan 2026, 12:33","","Overhead Triceps Extension (Cable)",0,"",2,"normal",15,15,,0,
"Day B – Bench Press","24 Jan 2026, 11:25","24 Jan 2026, 12:33","","Bicep Curl (Cable)",0,"",0,"normal",20,15,,0,
"Day B – Bench Press","24 Jan 2026, 11:25","24 Jan 2026, 12:33","","Bicep Curl (Cable)",0,"",1,"normal",20,15,,0,
"Day B – Bench Press","24 Jan 2026, 11:25","24 Jan 2026, 12:33","","Bicep Curl (Cable)",0,"",2,"normal",20,15,,0,
"Day A – Deadlift","20 Jan 2026, 17:59","20 Jan 2026, 19:15","","Face Pull",,"",0,"normal",55,10,,0,
"Day A – Deadlift","20 Jan 2026, 17:59","20 Jan 2026, 19:15","","Face Pull",,"",1,"normal",55,10,,0,
"Day A – Deadlift","20 Jan 2026, 17:59","20 Jan 2026, 19:15","","Face Pull",,"",2,"normal",55,10,,0,
"Day A – Deadlift","20 Jan 2026, 17:59","20 Jan 2026, 19:15","","Deadlift (Barbell)",,"",0,"normal",82.5,3,,0,
"Day A – Deadlift","20 Jan 2026, 17:59","20 Jan 2026, 19:15","","Deadlift (Barbell)",,"",1,"normal",82.5,3,,0,
"Day A – Deadlift","20 Jan 2026, 17:59","20 Jan 2026, 19:15","","Deadlift (Barbell)",,"",2,"normal",82.5,3,,0,
"Day A – Deadlift","20 Jan 2026, 17:59","20 Jan 2026, 19:15","","Deadlift (Barbell)",,"",3,"normal",82.5,3,,0,
"Day A – Deadlift","20 Jan 2026, 17:59","20 Jan 2026, 19:15","","Deadlift (Barbell)",,"",4,"normal",82.5,7,,0,
"Day A – Deadlift","20 Jan 2026, 17:59","20 Jan 2026, 19:15","","Squat (Barbell)",,"",0,"normal",50,10,,0,
"Day A – Deadlift","20 Jan 2026, 17:59","20 Jan 2026, 19:15","","Squat (Barbell)",,"",1,"normal",50,10,,0,
"Day A – Deadlift","20 Jan 2026, 17:59","20 Jan 2026, 19:15","","Squat (Barbell)",,"",2,"normal",50,10,,0,
"Day A – Deadlift","20 Jan 2026, 17:59","20 Jan 2026, 19:15","","Dumbbell Row",,"",0,"normal",22.5,13,,0,
"Day A – Deadlift","20 Jan 2026, 17:59","20 Jan 2026, 19:15","","Dumbbell Row",,"",1,"normal",22.5,13,,0,
"Day A – Deadlift","20 Jan 2026, 17:59","20 Jan 2026, 19:15","","Dumbbell Row",,"",2,"normal",22.5,13,,0,
"Day A – Deadlift","20 Jan 2026, 17:59","20 Jan 2026, 19:15","","Lateral Raise (Dumbbell)",0,"",0,"normal",5,15,,0,
"Day A – Deadlift","20 Jan 2026, 17:59","20 Jan 2026, 19:15","","Lateral Raise (Dumbbell)",0,"",1,"normal",5,15,,0,
"Day A – Deadlift","20 Jan 2026, 17:59","20 Jan 2026, 19:15","","Lateral Raise (Dumbbell)",0,"",2,"normal",5,15,,0,
"Day A – Deadlift","20 Jan 2026, 17:59","20 Jan 2026, 19:15","","Seated Calf Raise",0,"",0,"normal",20,15,,0,
"Day A – Deadlift","20 Jan 2026, 17:59","20 Jan 2026, 19:15","","Seated Calf Raise",0,"",1,"normal",20,15,,0,
"Day A – Deadlift","20 Jan 2026, 17:59","20 Jan 2026, 19:15","","Seated Calf Raise",0,"",2,"normal",20,15,,0,
"Day D – Overhead Press","18 Jan 2026, 17:42","18 Jan 2026, 18:52","","Face Pull",,"",0,"normal",55,10,,0,
"Day D – Overhead Press","18 Jan 2026, 17:42","18 Jan 2026, 18:52","","Face Pull",,"",1,"normal",55,10,,0,
"Day D – Overhead Press","18 Jan 2026, 17:42","18 Jan 2026, 18:52","","Face Pull",,"",2,"normal",55,10,,0,
"Day D – Overhead Press","18 Jan 2026, 17:42","18 Jan 2026, 18:52","","Overhead Press (Barbell)",,"",0,"normal",35,3,,0,
"Day D – Overhead Press","18 Jan 2026, 17:42","18 Jan 2026, 18:52","","Overhead Press (Barbell)",,"",1,"normal",35,3,,0,
"Day D – Overhead Press","18 Jan 2026, 17:42","18 Jan 2026, 18:52","","Overhead Press (Barbell)",,"",2,"normal",35,3,,0,
"Day D – Overhead Press","18 Jan 2026, 17:42","18 Jan 2026, 18:52","","Overhead Press (Barbell)",,"",3,"normal",35,3,,0,
"Day D – Overhead Press","18 Jan 2026, 17:42","18 Jan 2026, 18:52","","Overhead Press (Barbell)",,"",4,"normal",35,3,,0,
"Day D – Overhead Press","18 Jan 2026, 17:42","18 Jan 2026, 18:52","","Bench Press (Barbell)",,"",0,"normal",35,10,,0,
"Day D – Overhead Press","18 Jan 2026, 17:42","18 Jan 2026, 18:52","","Bench Press (Barbell)",,"",1,"normal",35,10,,0,
"Day D – Overhead Press","18 Jan 2026, 17:42","18 Jan 2026, 18:52","","Lat Pulldown (Cable)",,"",0,"normal",35,15,,0,
"Day D – Overhead Press","18 Jan 2026, 17:42","18 Jan 2026, 18:52","","Lat Pulldown (Cable)",,"",1,"normal",35,15,,0,
"Day D – Overhead Press","18 Jan 2026, 17:42","18 Jan 2026, 18:52","","Lat Pulldown (Cable)",,"",2,"normal",35,15,,0,
"Day D – Overhead Press","18 Jan 2026, 17:42","18 Jan 2026, 18:52","","Overhead Triceps Extension (Cable)",0,"",0,"normal",10,15,,0,
"Day D – Overhead Press","18 Jan 2026, 17:42","18 Jan 2026, 18:52","","Overhead Triceps Extension (Cable)",0,"",1,"normal",10,15,,0,
"Day D – Overhead Press","18 Jan 2026, 17:42","18 Jan 2026, 18:52","","Overhead Triceps Extension (Cable)",0,"",2,"normal",10,15,,0,
"Day D – Overhead Press","18 Jan 2026, 17:42","18 Jan 2026, 18:52","","Bicep Curl (Cable)",0,"",0,"normal",15,15,,0,
"Day D – Overhead Press","18 Jan 2026, 17:42","18 Jan 2026, 18:52","","Bicep Curl (Cable)",0,"",1,"normal",15,15,,0,
"Day D – Overhead Press","18 Jan 2026, 17:42","18 Jan 2026, 18:52","","Bicep Curl (Cable)",0,"",2,"normal",15,20,,0,
"Day C – Bench press","17 Jan 2026, 12:21","17 Jan 2026, 13:29","","Face Pull",,"",0,"normal",55,10,,,
"Day C – Bench press","17 Jan 2026, 12:21","17 Jan 2026, 13:29","","Face Pull",,"",1,"normal",55,10,,,
"Day C – Bench press","17 Jan 2026, 12:21","17 Jan 2026, 13:29","","Face Pull",,"",2,"normal",55,10,,,
"Day C – Bench press","17 Jan 2026, 12:21","17 Jan 2026, 13:29","","Bench Press (Barbell)",,"",0,"normal",42.5,3,,,
"Day C – Bench press","17 Jan 2026, 12:21","17 Jan 2026, 13:29","","Bench Press (Barbell)",,"",1,"normal",42.5,3,,,
"Day C – Bench press","17 Jan 2026, 12:21","17 Jan 2026, 13:29","","Bench Press (Barbell)",,"",2,"normal",42.5,3,,,
"Day C – Bench press","17 Jan 2026, 12:21","17 Jan 2026, 13:29","","Bench Press (Barbell)",,"",3,"normal",42.5,3,,,
"Day C – Bench press","17 Jan 2026, 12:21","17 Jan 2026, 13:29","","Bench Press (Barbell)",,"",4,"normal",42.5,7,,,
"Day C – Bench press","17 Jan 2026, 12:21","17 Jan 2026, 13:29","","Squat (Barbell)",,"",0,"normal",47.5,10,,,
"Day C – Bench press","17 Jan 2026, 12:21","17 Jan 2026, 13:29","","Squat (Barbell)",,"",1,"normal",47.5,10,,,
"Day C – Bench press","17 Jan 2026, 12:21","17 Jan 2026, 13:29","","Squat (Barbell)",,"",2,"normal",47.5,10,,,
"Day C – Bench press","17 Jan 2026, 12:21","17 Jan 2026, 13:29","","Dumbbell Row",,"",0,"normal",22.5,12,,,
"Day C – Bench press","17 Jan 2026, 12:21","17 Jan 2026, 13:29","","Dumbbell Row",,"",1,"normal",22.5,12,,,
"Day C – Bench press","17 Jan 2026, 12:21","17 Jan 2026, 13:29","","Dumbbell Row",,"",2,"normal",22.5,12,,,
"Day C – Bench press","17 Jan 2026, 12:21","17 Jan 2026, 13:29","","Lateral Raise (Dumbbell)",,"",0,"normal",4,15,,,
"Day C – Bench press","17 Jan 2026, 12:21","17 Jan 2026, 13:29","","Lateral Raise (Dumbbell)",,"",1,"normal",4,15,,,
"Day C – Bench press","17 Jan 2026, 12:21","17 Jan 2026, 13:29","","Lateral Raise (Dumbbell)",,"",2,"normal",4,15,,,
"Day B – Overhead press","13 Jan 2026, 16:46","13 Jan 2026, 17:54","","Face Pull",,"",0,"normal",55,10,,,
"Day B – Overhead press","13 Jan 2026, 16:46","13 Jan 2026, 17:54","","Face Pull",,"",1,"normal",55,10,,,
"Day B – Overhead press","13 Jan 2026, 16:46","13 Jan 2026, 17:54","","Face Pull",,"",2,"normal",55,10,,,
"Day B – Overhead press","13 Jan 2026, 16:46","13 Jan 2026, 17:54","","Overhead Press (Barbell)",,"",0,"normal",35,3,,,
"Day B – Overhead press","13 Jan 2026, 16:46","13 Jan 2026, 17:54","","Overhead Press (Barbell)",,"",1,"normal",35,3,,,
"Day B – Overhead press","13 Jan 2026, 16:46","13 Jan 2026, 17:54","","Overhead Press (Barbell)",,"",2,"normal",35,3,,,
"Day B – Overhead press","13 Jan 2026, 16:46","13 Jan 2026, 17:54","","Overhead Press (Barbell)",,"",3,"normal",35,3,,,
"Day B – Overhead press","13 Jan 2026, 16:46","13 Jan 2026, 17:54","","Overhead Press (Barbell)",,"",4,"normal",35,3,,,
"Day B – Overhead press","13 Jan 2026, 16:46","13 Jan 2026, 17:54","","Deadlift (Barbell)",,"",0,"normal",65,10,,,
"Day B – Overhead press","13 Jan 2026, 16:46","13 Jan 2026, 17:54","","Deadlift (Barbell)",,"",1,"normal",65.5,10,,,
"Day B – Overhead press","13 Jan 2026, 16:46","13 Jan 2026, 17:54","","Deadlift (Barbell)",,"",2,"normal",65,10,,,
"Day B – Overhead press","13 Jan 2026, 16:46","13 Jan 2026, 17:54","","Dumbbell Row",,"",0,"normal",22.5,10,,,
"Day B – Overhead press","13 Jan 2026, 16:46","13 Jan 2026, 17:54","","Dumbbell Row",,"",1,"normal",22.5,10,,,
"Day B – Overhead press","13 Jan 2026, 16:46","13 Jan 2026, 17:54","","Dumbbell Row",,"",2,"normal",22.5,10,,,
"Day B – Overhead press","13 Jan 2026, 16:46","13 Jan 2026, 17:54","","Overhead Triceps Extension (Cable)",,"",0,"normal",20,15,,,
"Day B – Overhead press","13 Jan 2026, 16:46","13 Jan 2026, 17:54","","Overhead Triceps Extension (Cable)",,"",1,"normal",15,12,,,
"Day B – Overhead press","13 Jan 2026, 16:46","13 Jan 2026, 17:54","","Bicep Curl (Cable)",,"",0,"normal",20,15,,,
"Day B – Overhead press","13 Jan 2026, 16:46","13 Jan 2026, 17:54","","Bicep Curl (Cable)",,"",1,"normal",15,15,,,
"Day A – Squat","8 Jan 2026, 17:14","8 Jan 2026, 18:18","","Face Pull",,"",0,"normal",55,10,,0,
"Day A – Squat","8 Jan 2026, 17:14","8 Jan 2026, 18:18","","Face Pull",,"",1,"normal",55,10,,0,
"Day A – Squat","8 Jan 2026, 17:14","8 Jan 2026, 18:18","","Face Pull",,"",2,"normal",60,10,,0,
"Day A – Squat","8 Jan 2026, 17:14","8 Jan 2026, 18:18","","Squat (Barbell)",,"",0,"normal",65,3,,0,
"Day A – Squat","8 Jan 2026, 17:14","8 Jan 2026, 18:18","","Squat (Barbell)",,"",1,"normal",65,3,,0,
"Day A – Squat","8 Jan 2026, 17:14","8 Jan 2026, 18:18","","Squat (Barbell)",,"",2,"normal",65,3,,0,
"Day A – Squat","8 Jan 2026, 17:14","8 Jan 2026, 18:18","","Squat (Barbell)",,"",3,"normal",65,3,,0,
"Day A – Squat","8 Jan 2026, 17:14","8 Jan 2026, 18:18","","Squat (Barbell)",,"",4,"normal",65,5,,0,
"Day A – Squat","8 Jan 2026, 17:14","8 Jan 2026, 18:18","","Bench Press (Barbell)",,"",0,"normal",35,10,,0,
"Day A – Squat","8 Jan 2026, 17:14","8 Jan 2026, 18:18","","Bench Press (Barbell)",,"",1,"normal",32.5,10,,0,
"Day A – Squat","8 Jan 2026, 17:14","8 Jan 2026, 18:18","","Bench Press (Barbell)",,"",2,"normal",35,10,,0,
"Day A – Squat","8 Jan 2026, 17:14","8 Jan 2026, 18:18","","Lat Pulldown (Cable)",,"",0,"normal",40,10,,0,
"Day A – Squat","8 Jan 2026, 17:14","8 Jan 2026, 18:18","","Lat Pulldown (Cable)",,"",1,"normal",40,10,,0,
"Day A – Squat","8 Jan 2026, 17:14","8 Jan 2026, 18:18","","Lat Pulldown (Cable)",,"",2,"normal",40,10,,0,
"Day D – Deadlift","6 Jan 2026, 11:23","6 Jan 2026, 12:34","","Face Pull",,"",0,"normal",55,10,,0,
"Day D – Deadlift","6 Jan 2026, 11:23","6 Jan 2026, 12:34","","Face Pull",,"",1,"normal",55,10,,0,
"Day D – Deadlift","6 Jan 2026, 11:23","6 Jan 2026, 12:34","","Face Pull",,"",2,"normal",55,10,,0,
